ID_ATIV_ECON_ESTABELECIMENTO;DATA_INICIO_ATIVIDADE;IND_POSSUI_ALVARA;ENDERECO;NOME
73457;21/12/2012;NÃO;AVENIDA GUARAPARI, 58, SANTA AMELIA, Belo Horizonte - MG;BREIJAO LANCHES LTDA
72834;11/11/2020;SIM;AVENIDA DO CONTORNO, 6061, SAO PEDRO, Belo Horizonte - MG;EMPORIO MEDITERRANEO LTDA
72835;04/10/2023;SIM;AVENIDA DO CONTORNO, 3930, SANTA EFIGENIA, Belo Horizonte - MG;EMPORIO MEDITERRANEO LTDA
72838;22/04/2024;SIM;RUA CONCEICAO DO MATO DENTRO, 370, OURO PRETO, Belo Horizonte - MG;EMPORIO MEDITERRANEO LTDA
72839;22/04/2024;SIM;AVENIDA OLEGARIO MACIEL, 1600, SANTO AGOSTINHO, Belo Horizonte - MG;EMPORIO MEDITERRANEO LTDA
72840;22/04/2024;SIM;AVENIDA AUGUSTO DE LIMA, 1494, BARRO PRETO, Belo Horizonte - MG;EMPORIO MEDITERRANEO LTDA
73172;10/12/2012;SIM;RUA ALAGOAS, 642, SAVASSI, Belo Horizonte - MG;DANIEL LUCAS BATISTA DA SILVA LTDA
73630;04/01/2013;NÃO;RUA EUCLIDES DA CUNHA, 80, PRADO, Belo Horizonte - MG;ALBE ALIMENTACAO LTDA
73635;04/01/2013;SIM;RUA DA BAHIA, 1148, CENTRO, Belo Horizonte - MG;EDUARDO JOSE GOMES PIMENTEL FILHO
73197;10/12/2012;NÃO;RUA PADRE EUSTAQUIO, 2288, PADRE EUSTAQUIO, Belo Horizonte - MG;JAPA & CHOPP RESTAURANTE LTDA
73198;10/12/2012;NÃO;RUA PAULISTA, 234, PIRAJA, Belo Horizonte - MG;RODRIGO JORGE SAFF 03331246697
73510;26/12/2012;NÃO;RUA NELMA CRISTINA, 107, NAZARE, Belo Horizonte - MG;IRANI PEREIRA DE FREITAS RODRIGUES 02935404629
73643;04/01/2013;NÃO;PRACA MANOEL BATISTA BAIA, 95, MANTIQUEIRA, Belo Horizonte - MG;DORA LUCIA MOREIRA 20646860615
73644;04/01/2013;SIM;RUA GENTIOS, 1347, CONJUNTO SANTA MARIA, Belo Horizonte - MG;17.358.221 JOSE ANDRE AVILA DA SILVEIRA
73208;11/12/2012;NÃO;RUA PITAGORAS, 58, NAZARE, Belo Horizonte - MG;FRANCISCO CUSTODIO 30992931134
73211;11/12/2012;NÃO;RUA SERRA JOSE VIEIRA, 300, SANTA CECILIA, Belo Horizonte - MG;ECILIA CELIA DOS SANTOS OLIVEIRA 77999681687
73216;11/12/2012;NÃO;RUA LAGO DO JUNCO, 19, JARDIM ATLANTICO, Belo Horizonte - MG;JOAO BATISTA LOPES 07016618609
72576;14/11/2012;NÃO;RODOVIA ANEL RODOVIARIO CELSO MELLO AZEVEDO, 25771, NAZARE, Belo Horizonte - MG;NADIA RODRIGUES ALVES 66411327653
72913;13/11/2012;NÃO;RUA VOLTS, 42, PRIMEIRO DE MAIO, Belo Horizonte - MG;DEUSDETE VELOSO ROCHA 64734757615
73227;11/12/2012;NÃO;RUA SAPUCAI, 281, FLORESTA, Belo Horizonte - MG;XANGO BAR E RESTAURANTE LTDA
73538;27/12/2012;NÃO;RUA VICENTE CASTANO, 10, SANTA CRUZ, Belo Horizonte - MG;DENISE DE ASSIS SOUZA 40913414620
73539;19/08/2015;NÃO;RUA PADRE PEDRO EVANGELISTA, 274, CORACAO EUCARISTICO, Belo Horizonte - MG;GABRIEL RAFAEL FELIX 06006996685
72931;15/11/2012;NÃO;RUA JOAO FERREIRA CARDOSO, 145, BRASIL INDUSTRIAL, Belo Horizonte - MG;JUARES CARNEIRO VIDIGAL 75870991668
71757;15/10/2012;NÃO;RUA GERALDO LOPES DA SILVA, 215, MANTIQUEIRA, Belo Horizonte - MG;NIVAR FERREIRA DERCA 37026046691
72078;25/10/2012;NÃO;RUA FLORESTAL, 81, HORTO FLORESTAL, Belo Horizonte - MG;SANDRA LINA DA SILVA NIGRI 91022690663
72407;08/11/2012;SIM;RUA RIO DE JANEIRO, 1353, LOURDES, Belo Horizonte - MG;RESTAURANTE CONCEITO GOURMET LTDA
72111;26/10/2012;NÃO;RUA POUSO ALEGRE, 2913, HORTO, Belo Horizonte - MG;JOSE FRANCISCO COELHO FILHO 11200043650
72471;09/11/2012;NÃO;AVENIDA SINFRONIO BROCHADO, 1170, BARREIRO, Belo Horizonte - MG;17.145.143 ALDA APARECIDA MARTINS DOS REIS HESSE
72473;09/11/2012;NÃO;RUA DOUTOR JOAO MIRANDA, 164, DONA CLARA, Belo Horizonte - MG;MONIKE SAMPAIO ANUNZZI CAIXETA
71485;04/10/2012;NÃO;RUA BANDEIRA DO SUL, 5, ARAGUAIA, Belo Horizonte - MG;ANTONIO JOSE DIAS 00715966669
72163;29/10/2012;NÃO;RUA DOS MENEZES, 253, MARIA HELENA, Belo Horizonte - MG;DJAIR MARTINS PEREIRA 45657459687
71514;05/10/2012;SIM;AVENIDA OTACILIO NEGRAO DE LIMA, 16990, JARDIM ATLANTICO, Belo Horizonte - MG;GM EMPREENDIMENTO COMERCIAL LTDA
71861;18/10/2012;NÃO;RUA RIO GRANDE, 125, MINASLANDIA, Belo Horizonte - MG;JACI PEREIRA DA COSTA FARIAS 32929749172
71871;18/10/2012;NÃO;AVENIDA DOM JOAO VI, 1500, PALMEIRAS, Belo Horizonte - MG;NELSON MOREIRA 11826398600
71872;18/10/2012;NÃO;RUA SAO CIRINEU, 241, OURO MINAS, Belo Horizonte - MG;ARMITA DAS GRACAS OLIVEIRA BARBOSA 36998060653
71543;05/10/2012;SIM;RUA FLOR DO NATAL, 196, JARDIM MONTANHES, Belo Horizonte - MG;LUCIO CAMILO ESTEVES 37196065620
71897;19/10/2012;NÃO;RUA BOLIVAR, 263, UNIAO, Belo Horizonte - MG;ROSILENE JULIA PINTO 88275671604
71577;08/10/2012;SIM;RUA PRINCESA ELIZABETH, 153, CAICARAS, Belo Horizonte - MG;WESLEY CASSIANO FRANCISCO DA COSTA 09036573688
71909;20/10/2012;NÃO;RUA DAS PERPETUAS, 135, LINDEIA, Belo Horizonte - MG;EDNEI GUERCY NESTOR 05773188619
71916;21/10/2012;NÃO;RUA JOSE AMERICO DE ALMEIDA, 411, CAMARGOS, Belo Horizonte - MG;CLODOALDO ANTONIO DE FARIA 48335711615
72247;31/10/2012;NÃO;RUA EDUARDO LEITE BACURI, 73, ALTA TENSAO I, Belo Horizonte - MG;WELLINGTON PEREIRA PORTO 07313165684
72259;01/11/2012;NÃO;RUA CECILIA PINTO, 173, SAO BERNARDO, Belo Horizonte - MG;CARLINDO AUGUSTO FERREIRA 90138740615
71594;09/10/2012;SIM;RUA CORONEL PEDRO PAULO PENIDO, 253, CIDADE NOVA, Belo Horizonte - MG;SALES MOURA BAR E RESTAURANTE LTDA
72275;02/11/2012;NÃO;RUA OITO, 63, VISTA DO SOL, Belo Horizonte - MG;NEUZA DOMINGOS DA CUNHA 85877735691
71289;01/10/2012;NÃO;RUA TALES, 30, NAZARE, Belo Horizonte - MG;JOSE EDUARDO AVELINO DA CRUZ 22274685649
72299;05/11/2012;NÃO;RUA JOSE ISIDORO MIRANDA, 132, MARIA GORETTI, Belo Horizonte - MG;PEPCO RESTAURANTE E LANCHONETE LTDA
71984;23/10/2012;SIM;AVENIDA SANTA TEREZINHA, 1840, SANTA TEREZINHA, Belo Horizonte - MG;DANIELA MAGALHAES DE JESUS FARIA 04304452614
72318;25/09/2015;NÃO;AVENIDA ANTONIO ABRAHAO CARAM, 1001, SAO LUIZ, Belo Horizonte - MG;EMPORIO GOURMET PAMPULHA LTDA
71317;02/10/2012;NÃO;AVENIDA PADRE JOSE MAURICIO, 723, VISTA ALEGRE, Belo Horizonte - MG;ADENICE APARECIDA DA SILVA 95701516687
71325;02/10/2012;NÃO;RUA CRACOVIA, 87, EUROPA, Belo Horizonte - MG;MARIA ALICE ALVES DE OLIVEIRA 27510034604
71995;23/10/2012;SIM;RUA CONEGO TRINDADE, 757, JARDIM LEBLON, Belo Horizonte - MG;17.052.517 FERNANDA MEIRELLES DE JESUS
71338;02/10/2012;NÃO;RUA HUMBERTO DE CAMPOS, 644, COPACABANA, Belo Horizonte - MG;MARISTELA OLIVEIRA ANDRADE 52707458600
72033;24/10/2012;NÃO;RUA VIRGINIA DE MATOS, 76, ITAIPU, Belo Horizonte - MG;EDUARDO AGOSTINHO FERREIRA 05168493602
72358;07/11/2012;SIM;RUA SALINAS, 303, FLORESTA, Belo Horizonte - MG;RESTAURANTE ESQUINAO LTDA
71689;11/10/2012;NÃO;RUA CASTELO SANTAREM, 430, CASTELO, Belo Horizonte - MG;SERGIO PRESTACAO DE SERVICOS LTDA
71390;03/10/2012;SIM;RUA CAMPOS SALES, 539, NOVA SUISSA, Belo Horizonte - MG;BENDITO CHOPP II LTDA
72386;07/11/2012;NÃO;RUA TUBARAO, 9, CARDOSO, Belo Horizonte - MG;MARIA DE FATIMA DE SOUSA 37494732691
71727;15/10/2012;NÃO;RUA TORDO, 103, GOIANIA, Belo Horizonte - MG;VANDA MARIA DA SILVA CPF 72105488668
71738;15/10/2012;NÃO;RUA GURUA, 368, SAO GERALDO, Belo Horizonte - MG;GILSON AGUIAR BRAGA 00021018669
75209;28/02/2013;NÃO;RUA EDEWELS BARCELOS, 233, TUPI A, Belo Horizonte - MG;JANIO DOS SANTOS APICELA 76234444768
75228;28/02/2013;NÃO;RUA MUSICAL, 34, SANTANA DO CAFEZAL, Belo Horizonte - MG;17.664.828 LEANDRO SOUZA PEREIRA
76233;02/04/2013;NÃO;RUA CURITIBA, 2081, LOURDES, Belo Horizonte - MG;T&F ESCOLA DE CULINARIA E RESTAURANTE LTDA
76240;02/04/2013;SIM;RUA JOAQUIM PEREIRA, 755, SANTA BRANCA, Belo Horizonte - MG;LUIZ EDUARDO SOLDATELLI 63651017672
75875;20/03/2013;SIM;RUA DONA NANCY DE VASCONCELOS GOMES, 361, SAGRADA FAMILIA, Belo Horizonte - MG;RESTAURANTE E LANCHONETE ARENA GRILL LTDA
75878;20/03/2013;SIM;AVENIDA BIAS FORTES, 541, LOURDES, Belo Horizonte - MG;MPCR NEGOCIOS E EMPREENDIMENTOS LTDA
75892;20/03/2013;SIM;RUA PARAIBA, 811, SAVASSI, Belo Horizonte - MG;LUC2 COMERCIO DE ALIMENTOS LTDA
75900;20/03/2013;NÃO;AVENIDA VILARINHO, 5011, MANTIQUEIRA, Belo Horizonte - MG;MUCIO ELIAS MOREIRA 07290302613
75905;20/03/2013;NÃO;RUA HERCULANO MOURAO SALAZAR, 70, VILA VISTA ALEGRE, Belo Horizonte - MG;LINDOMAR MENDES SILVA 01365166619
76385;05/04/2013;NÃO;RUA ARI ABILIO FERREIRA, 20, BRASIL INDUSTRIAL, Belo Horizonte - MG;GERALDO FRANCISCO TEIXEIRA 38491982604
75308;04/03/2013;NÃO;RUA RUBENS FERREIRA DA SILVA, 44, NOVO GLORIA, Belo Horizonte - MG;BOLOTAS CALDOS LTDA
75618;13/03/2013;SIM;AVENIDA AMERICO VESPUCIO, 562, VILA NOVA CACHOEIRINHA II, Belo Horizonte - MG;BAR E RESTAURANTE KAKA 2 LTDA
75933;21/03/2013;NÃO;RUA JOSE FORCAL, 172, SANTA HELENA, Belo Horizonte - MG;IRIS SANCAO DA TRINDADE 31627528687
75934;21/03/2013;SIM;RUA BOREAL, 365, JARDIM MONTANHES, Belo Horizonte - MG;LUCINEIA MARIA DAMAZIO 75217686634
75935;21/03/2013;SIM;AVENIDA MAGENTA, 800, VITORIA, Belo Horizonte - MG;EDER GONCALVES DORLETO
75940;21/03/2013;NÃO;RUA ARISTOLINO BASILIO DE OLIVEIRA, 286, LINDEIA, Belo Horizonte - MG;RAIMUNDO LEONICIO DE SOUZA 32732775649
76289;03/04/2013;NÃO;RUA COSTA SENNA, 441, PADRE EUSTAQUIO, Belo Horizonte - MG;RESTAURANTE EXPEDITA LTDA
75322;04/03/2013;NÃO;AVENIDA JOSE BONIFACIO, 303, PEDREIRA PRADO LOPES, Belo Horizonte - MG;SILVIO ANTONIO DE PAULA 22182560610
75340;05/03/2013;NÃO;RUA SENHORA DA CONCEICAO, 359, CACHOEIRINHA, Belo Horizonte - MG;RITA DE CASSIA APARECIDA DA SILVA 00074941658
75342;05/03/2013;NÃO;RUA ITAMIRIM, 76, VERA CRUZ, Belo Horizonte - MG;ROGERIO FERNANDES DOS SANTOS 98956019649
75971;22/03/2013;NÃO;RUA EPAMINONDAS OTONI, 260, VISTA ALEGRE, Belo Horizonte - MG;WANDA PEREIRA PAULA DE ARAUJO 74197312687
76000;22/03/2013;NÃO;RUA VEREADOR ORLANDO PACHECO, 159, BAIRRO DAS INDUSTRIAS I, Belo Horizonte - MG;RITA DE CASSIA ALVES FERREIRA 67780555615
76297;03/04/2013;NÃO;RUA DOS GUARANIS, 457, CENTRO, Belo Horizonte - MG;RESTAURANTE O LARANJINHA LTDA
75707;14/03/2013;NÃO;RUA FLOR DA REDENCAO, 95, JARDIM ALVORADA, Belo Horizonte - MG;DEICI MAGALHAES 03815618606
76355;04/04/2013;NÃO;AVENIDA OIAPOQUE, 221, CENTRO, Belo Horizonte - MG;GISELE REZENDE BATISTA
75400;06/03/2013;SIM;AVENIDA PORTUGAL, 2051, SANTA AMELIA, Belo Horizonte - MG;DIVINO RESTAURANTE LTDA
75727;15/03/2013;SIM;AVENIDA PROFESSOR MARIO WERNECK, 678, ESTORIL, Belo Horizonte - MG;BOI WERNECK BAR E RESTAURANTE LTDA
76058;25/03/2013;SIM;RUA ROMUALDO LOPES CANCADO, 142, CASTELO, Belo Horizonte - MG;PANELA DE PEDRA RESTAURANTE CASTELO LTDA
75447;07/03/2013;NÃO;RUA ANTONIO JUNQUEIRA JUNIOR, 79, SANTA MONICA, Belo Horizonte - MG;MARCELO BARBOSA DOS SANTOS 85652776668
75770;18/03/2013;NÃO;RUA JACUI, 3094, IPIRANGA, Belo Horizonte - MG;SERGIO SILVA ASTOLFO 92577997604
75779;18/03/2013;NÃO;RUA ROSA BRANCA, 58, PILAR, Belo Horizonte - MG;JOSE ANTONIO DA SILVA 05311211601
76082;26/03/2013;NÃO;RUA JUIZ ELYZEU JARDIM, 306, BAIRRO DAS INDUSTRIAS I, Belo Horizonte - MG;MARCOS PAULO PEREIRA MRAD MALHEIROS 10029600618
75461;08/03/2013;NÃO;RUA GANSO, 215, GOIANIA, Belo Horizonte - MG;DIOGO APARECIDO RODRIGUES FERREIRA 12053630680
75784;18/03/2013;NÃO;RUA ALABANDINA, 533, CAICARAS, Belo Horizonte - MG;MARCIA SIMAO PEREIRA 06872968621
75789;18/03/2013;SIM;RUA ENGENHEIRO NAVARRO, 306, PROVIDENCIA, Belo Horizonte - MG;BAR DO REGI LTDA
75801;19/03/2013;NÃO;RUA DAS CLARISSAS, 500, PLANALTO, Belo Horizonte - MG;SIDNEY FERNANDES DA SILVA 89257618668
76088;26/03/2013;SIM;RUA CONTAGEM, 2165, SANTA INES, Belo Horizonte - MG;PEIXE MAR RESTAURANTE LTDA
76097;26/03/2013;NÃO;RUA DOUTOR ARISTIDES DE PINHO, 485, PALMEIRAS, Belo Horizonte - MG;MARCIA APARECIDA BORGES 74281755691
74331;29/01/2013;SIM;RUA PRAIA FORMOSA, 247, ALTO CAICARAS, Belo Horizonte - MG;MM EVENTOS E CENOGRAFIA LTDA
74332;24/06/2024;NÃO;AVENIDA DOM ORIONE, 200, SAO LUIZ, Belo Horizonte - MG;MM EVENTOS E CENOGRAFIA LTDA
74334;29/01/2013;NÃO;RUA CONCEICAO TEIXEIRA DAS GRACAS, 150, JARDIM FELICIDADE, Belo Horizonte - MG;LEONARDO DE SOUZA CUSTODIO 01355232651
74664;08/02/2013;SIM;RUA DO OURO, 895, SERRA, Belo Horizonte - MG;KARLA DE BARROS JORGE MIRANDA
75032;22/02/2013;NÃO;AVENIDA GENOVEVA MARZINETTE PIMENTEL, 131, INDEPENDENCIA, Belo Horizonte - MG;ALBERTO DIAS DE CARVALHO 06272543654
74050;21/01/2013;SIM;RUA HENRIQUE BADARO PORTUGAL, 147, BURITIS, Belo Horizonte - MG;OYAJI CULINARIA ORIENTAL LTDA.
74051;21/01/2013;NÃO;RUA DORA, 3, RIO BRANCO, Belo Horizonte - MG;RITA DOMINGAS DE OLIVEIRA 06463636622
74728;14/02/2013;NÃO;RUA SAO CRISTOVAO, 8, LAGOINHA LEBLON, Belo Horizonte - MG;DERLY INEZ DOS SANTOS 61318930634
75057;25/02/2013;NÃO;RUA DOM RODRIGO, 240, SANTA ROSA, Belo Horizonte - MG;LA CANTINA GOURMET LTDA
74069;21/01/2013;NÃO;RUA JONAS LINS DE OLIVEIRA, 24, DONA CLARA, Belo Horizonte - MG;AGLECIO SOUSA SANTOS 03369150638
74075;21/01/2013;NÃO;RUA GUTIERREZ ROCHA JARDIM, 68, JARDIM DOS COMERCIARIOS, Belo Horizonte - MG;WESLEY MUNIZ CARVALHO 75412969615
74413;31/01/2013;SIM;RUA CURA D'ARS, 722, PRADO, Belo Horizonte - MG;BEGGIATO RESTAURANTE LTDA
74098;22/01/2013;NÃO;AVENIDA TERESA CRISTINA, 9951, SANTA MARGARIDA, Belo Horizonte - MG;MARCILENE REGINA EMILIANO 03625404621
74764;15/02/2013;NÃO;RUA BACURI, 37, JOAO PINHEIRO, Belo Horizonte - MG;LUIS OTAVIO SOUSA NOVAIS 76719723634
74456;01/02/2013;NÃO;RUA NOGUEIRA DA GAMA, 156, JOAO PINHEIRO, Belo Horizonte - MG;RESTAURANTE TIA MARLI LTDA
74475;04/02/2013;NÃO;AVENIDA BERNARDA SILVESTRE, 225, RIO BRANCO, Belo Horizonte - MG;BARBARA GONCALVES PACHECO 09385253603
74157;23/01/2013;SIM;AVENIDA GUARAPARI, 1220, SANTA AMELIA, Belo Horizonte - MG;17.457.355 DENILSON AMANCIO PINTO
73851;14/01/2013;NÃO;RUA DOS AIMORES, 11, FUNCIONARIOS, Belo Horizonte - MG;MALA VEIA BAR E RESTAURANTE LTDA
73884;15/01/2013;NÃO;RUA DAVID FONSECA, 1113, MILIONARIOS, Belo Horizonte - MG;17.407.692 JACKSON MARQUES DE ALMEIDA
74550;05/02/2013;NÃO;RUA GUSTAVO DA SILVEIRA, 1742, SANTA INES, Belo Horizonte - MG;RILMA DA SILVA BARBOSA 77498925672
74556;05/02/2013;NÃO;RUA JOAO ALPHONSUS, 412, SANTA MARIA, Belo Horizonte - MG;EDSON NOGUEIRA 43679056672
74870;19/02/2013;NÃO;RUA MOEMA, 394, PADRE EUSTAQUIO, Belo Horizonte - MG;ALCIONE REGINA SILVA DA PAIXAO 00121801659
73886;15/01/2013;SIM;RUA BARROSO NETO, 236, HAVAI, Belo Horizonte - MG;ANTONIO ALVES MOREIRA 63630990649
73903;15/01/2013;SIM;RUA SILVIANOPOLIS, 483, SANTA TEREZA, Belo Horizonte - MG;BIROSCA S2 LTDA
74226;25/01/2013;SIM;RUA TEOFILO OTONI, 528, CARLOS PRATES, Belo Horizonte - MG;PATRICIA MARCIA FERREIRA VIANA 73837652653
74570;06/02/2013;SIM;RUA SAO PAULO, 1198, CENTRO, Belo Horizonte - MG;D & F ALIMENTOS LTDA
74574;06/02/2013;SIM;AVENIDA PROFESSOR MARIO WERNECK, 1762, BURITIS, Belo Horizonte - MG;LEONEL ALIMENTOS LTDA
74593;06/02/2013;SIM;AVENIDA DO CONTORNO, 7429, SANTO ANTONIO, Belo Horizonte - MG;RESTAURANTE CONTORNO SANTO ANTONIO LTDA
74911;20/02/2013;NÃO;RUA PAULISTA, 15, PIRAJA, Belo Horizonte - MG;17.610.720 CARLA CIRLENE DA SILVA
74921;21/02/2013;NÃO;RUA AMANDA, 490, BETANIA, Belo Horizonte - MG;MARIA APARECIDA DA COSTA VALES 86512536649
74263;28/01/2013;NÃO;RUA DA PATAGONIA, 642, SION, Belo Horizonte - MG;BETOS GRILL NA BRASA LTDA
74929;21/02/2013;SIM;RUA TAPIRI, 70, JARDINOPOLIS, Belo Horizonte - MG;RESTAURANTE E PIZZARIA MANA LTDA
73957;17/01/2013;SIM;RUA SERITINGA, 118, IPIRANGA, Belo Horizonte - MG;17.423.134 MARIA DA CONSOLACAO SETE CAMARA
74285;28/01/2013;NÃO;RUA JOSE MAURICIO VEIGA, 328, SANTA CRUZ, Belo Horizonte - MG;ROSILENE APARECIDA DE FREITAS ASSUMPCAO - BAR
74958;21/02/2013;NÃO;RUA EMA, 26, VILA CEMIG, Belo Horizonte - MG;MARIA DOS REIS DA SILVA ALVES 95540440625
74295;28/01/2013;NÃO;RUA CAMILO PRATES, 301, UNIAO, Belo Horizonte - MG;EDVALDO FERREIRA CANDELARIA 44812370663
74297;28/01/2013;NÃO;RUA WILLIAM MALACCO, 53, SERRA VERDE, Belo Horizonte - MG;AUXILIADORA DAS GRACAS SOUSA 63249464600
73988;17/01/2013;NÃO;RUA IZABEL BUENO, 20, UNIVERSITARIO, Belo Horizonte - MG;PAULO DOS SANTOS RIBEIRO
73992;17/01/2013;NÃO;RUA ROSALINO SOARES, 8, JARDIM FELICIDADE, Belo Horizonte - MG;GERALDO CARVALHO DE SOUSA 76109208604
78716;18/06/2013;NÃO;RUA JOAO GUALBERTO DOS SANTOS, 176, CEU AZUL, Belo Horizonte - MG;EUDILENE MARIA DE MORAES BATISTA 86414631604
78102;29/05/2013;NÃO;AVENIDA NENEM LARA ROCHA, 299, SERRA VERDE, Belo Horizonte - MG;BROTHERS PUB BEER EMPREENDIMENTOS LTDA
78409;10/06/2013;SIM;AVENIDA ANTONIO ABRAHAO CARAM, 970, SAO JOSE, Belo Horizonte - MG;CAMPOS E SANTOS LANCHONETE LTDA
77794;21/05/2013;NÃO;RUA HENRIQUE DIAS, 8, APARECIDA, Belo Horizonte - MG;JOAO BATISTA DO NASCIMENTO FERREIRA 95764828600
78122;31/05/2013;NÃO;RUA SANTA CEIA, 61, JARDIM SAO JOSE, Belo Horizonte - MG;IVANI MARIA FIRMO 03373534682
77806;21/05/2013;NÃO;RUA COARI, 368, SAO GERALDO, Belo Horizonte - MG;MARIA CHRISTINA LARA LEANDRO 24457710644
78472;12/06/2013;NÃO;RUA NELSON DARIO, 280, NOVA CACHOEIRINHA, Belo Horizonte - MG;ANTONIO CARLOS CALDEIRA 48896543649
78884;25/06/2013;NÃO;RUA TEREZINHA LOPES DE AZEVEDO, 115, PLANALTO, Belo Horizonte - MG;JOAQUIM VIEIRA DA SILVA 70363692649
78893;25/06/2013;NÃO;RUA CONGONHAS, 895, SANTO ANTONIO, Belo Horizonte - MG;JJR EMPREENDIMENTOS ALIMENTICIOS LTDA
77859;09/11/2021;SIM;AVENIDA PROFESSOR MARIO WERNECK, 1360, BURITIS, Belo Horizonte - MG;BFA ENTRETENIMENTO E RESTAURANTE LTDA
78190;04/06/2013;SIM;RUA DA BAHIA, 1148, CENTRO, Belo Horizonte - MG;ALECAFE BAR E RESTAURANTE LTDA
78955;27/06/2013;NÃO;AVENIDA AMAZONAS, 2515, SANTO AGOSTINHO, Belo Horizonte - MG;RESTAURANTE PISTACHE II LTDA
78839;24/06/2013;SIM;RUA JOSE FELIX MARTINS, 925, MANTIQUEIRA, Belo Horizonte - MG;18.351.928 ROSILANE LOPES DA ROSA PEDROSO VAILAM
78846;24/06/2013;NÃO;RUA MARIA DE LURDES DE PINHO, 65, JARDIM VITORIA, Belo Horizonte - MG;ALEX SANDRO BERTOLDO GOMES 06678690699
78852;24/06/2013;NÃO;RUA SERRA NEGRA, 1876, NOVA ESPERANCA, Belo Horizonte - MG;JONAS CAIQUE ALVES DA SILVA 11684229650
77889;22/05/2013;NÃO;RUA CLARINDO ULISSES DOS SANTOS, 26, MANTIQUEIRA, Belo Horizonte - MG;JOSE MARCO FERREIRA DOS SANTOS 04022322675
78517;12/06/2013;NÃO;RUA PADRE BELCHIOR, 227, CENTRO, Belo Horizonte - MG;A ODORICO DOS SANTOS
78912;25/06/2013;SIM;RUA PARAIBA, 941, SAVASSI, Belo Horizonte - MG;LPM RESTAURANTE E BUFFET LTDA
77921;23/05/2013;NÃO;RUA FRANCISCO SPINO, 109, SAO BERNARDO, Belo Horizonte - MG;LAUDONIDIO ALMEIDA E SILVA 20443323615
78547;13/06/2013;NÃO;RUA JOSE GOMES, 202, SANTA TEREZINHA, Belo Horizonte - MG;MARIA DA CONCEICAO ALMEIDA 99654253615
78263;06/05/2013;NÃO;RUA KEPLER, 441, SANTA LUCIA, Belo Horizonte - MG;VERDINHO FALLS RESTAURANTE LTDA
78270;06/06/2013;SIM;AVENIDA GUARAPARI, 176, SANTA AMELIA, Belo Horizonte - MG;JAPAN COZINHA ORIENTAL LTDA
78568;14/06/2013;SIM;AVENIDA PORTUGAL, 555, JARDIM ATLANTICO, Belo Horizonte - MG;BAMBARE BAR E RESTAURANTE LTDA
78867;24/06/2013;SIM;AVENIDA OTACILIO NEGRAO DE LIMA, 1624, SAO LUIZ, Belo Horizonte - MG;SORRENTO RESTAURANTE LTDA
78280;06/06/2013;SIM;RUA SERGIPE, 146, BOA VIAGEM, Belo Horizonte - MG;VG RESTAURANTE LTDA
77987;25/05/2013;NÃO;RUA TRES MARIAS, 145, MIRAMAR, Belo Horizonte - MG;CLAUDIA REGINA MOREIRA ANTUNES 03282024606
78749;19/06/2013;NÃO;RUA PAULO TIMOTEO NASCIMENTO, 98, SANTA CRUZ, Belo Horizonte - MG;LEILA APARECIDA SILVANO 35472472687
78346;07/06/2013;SIM;RUA MARFIM, 660, PINDORAMA, Belo Horizonte - MG;GERALDO CICERO DE FREITAS 40141322691
78644;18/06/2013;SIM;AVENIDA SILVA LOBO, 1773, GRAJAU, Belo Horizonte - MG;SUSHI UP SILVA LOBO LTDA
77743;20/05/2013;NÃO;RUA FLOR DA IMPERATRIZ, 87, JARDIM ALVORADA, Belo Horizonte - MG;ELIAS OSCAR FRANCISCO 25042254668
78385;08/06/2013;NÃO;RUA PADRE EUSTAQUIO, 214, CARLOS PRATES, Belo Horizonte - MG;JOSE ROBERTO FONTES DE MIRANDA 75101874604
78696;17/06/2013;NÃO;RUA LAMIM, 19, CASA BRANCA, Belo Horizonte - MG;MARCO AURELIO DA SILVA MATOS 19861834672
77241;06/05/2013;NÃO;RUA CLOVIS DE SOUZA MUNHOZ, 140, LINDEIA, Belo Horizonte - MG;MARLENE ALVES MATOSO 84118717620
76928;24/04/2013;NÃO;RUA AVESTRUZ, 58, GOIANIA, Belo Horizonte - MG;ADELAIDE SILVEIRA DE CASTRO 43833730625
76932;24/04/2013;NÃO;AVENIDA SINFRONIO BROCHADO, 1257, BARREIRO, Belo Horizonte - MG;ANTUNES & CASTRO RESTAURANTE E ESPETERIA GOURMET LTDA
76944;24/04/2013;SIM;RUA OUTONO, 523, CRUZEIRO, Belo Horizonte - MG;MAF BAR E ENTRETENIMENTO LTDA
77621;16/05/2013;NÃO;RUA HUGO DE CARVALHO RAMOS, 22, TUPI B, Belo Horizonte - MG;MARIA DOS ANJOS COSTA SANTOS 03210584613
76629;15/04/2013;SIM;RUA ARISTIDES FERREIRA, 35, COLEGIO BATISTA, Belo Horizonte - MG;GLAUCIR RENATO DOS REIS
76980;25/04/2013;SIM;RUA PADRE PARAISO, 125, CARLOS PRATES, Belo Horizonte - MG;WILDES MAURICIO SANTOS MOURA
76985;25/04/2013;NÃO;AVENIDA RAJA GABAGLIA, 4000, ESTORIL, Belo Horizonte - MG;RESTAURANTE ESPECIAL LTDA
77623;16/05/2013;NÃO;RUA JERIBA, 20, OLARIA, Belo Horizonte - MG;ROMAO ANDRADE DE OLIVEIRA 05043200685
